X,Y,object_id,id,description,code_esirius,www_photo,type,commune,code_officiel_geographique,adresse,code_postal,ville,tel,fax,horaires,has_dab_interne,has_dab_externe,has_conseiller_financier,has_conseiller_telecom,has_conseiller_polyvalent,global_id,has_conseiller_postal,created_user,created_date,last_edit_user,last_edited_date
382333.568099998,276615.184699999,1022,4306,Agence de LA FOA,site22,,Agence,LA FOA,98813,Lot 57pie,98880,LA FOA,443100,443111,"LU : 07:45-12:00/12:00-15:00
MA : 07:45-12:00/12:00-15:00
ME : 07:45-12:00/12:00-15:00
JE : 07:45-12:00/12:00-15:00
VE : 07:45-12:00/12:00-15:00
SA : 
DI :",0,1,0,0,0,{6A1F1850-601B-4A7D-987E-2112A4CEC467},0,OPT_NC,2021/07/05 23:00:03+00,OPT_NC,2021/07/05 23:00:03+00
240891.111199997,372906.975,1023,4158,Agence de KAALA-GOMEN OUACO,site26,,Annexe,KAALA-GOMEN OUACO,98810,Lot 228,98817,KAALA-GOMEN,476421,,"LU : 
MA : 
ME : 
JE : 
VE : 
SA : 
DI :",0,0,0,0,0,{4A33BB24-4298-4777-AFEC-8F548708B2F7},0,OPT_NC,2021/07/05 23:00:03+00,OPT_NC,2021/07/05 23:00:03+00
396056.412299998,297966.070699999,1024,4302,Agence de CANALA,site24,,Agence,CANALA,98804,Lot 156,98813,CANALA,206506,423242,"LU : 07:45-11:15/12:15-15:00
MA : 07:45-11:15/12:15-15:00
ME : 07:45-11:15/12:15-15:00
JE : 07:45-11:15/12:15-15:00
VE : 07:45-11:15/12:15-15:00
SA : 
DI :",1,0,0,0,0,{4452AF86-BDF4-401A-A308-ABACDE55ED3A},0,OPT_NC,2021/07/05 23:00:03+00,OPT_NC,2021/07/05 23:00:03+00
497210.399599999,226581.953,1025,4327,Agence de YATE,site9,,Agence,YATE,98832,Lot 42,98834,YATE,464100,464200,"LU : 07:45-11:15/12:15-15:00
MA : 07:45-11:15/12:15-15:00
ME : 07:45-11:15/12:15-15:00
JE : 07:45-11:15/12:15-15:00
VE : 07:45-11:15/12:15-15:00
SA : 
DI :",1,0,0,0,0,{2BF32740-8483-40F6-A977-6BD53C4FC369},0,OPT_NC,2021/07/05 23:00:03+00,OPT_NC,2021/07/05 23:00:03+00
553736.007700004,170043.794399999,1026,4163,Agence de L'ILE DES PINS VAO,site34,,Agence,L'ILE DES PINS VAO,98809,VILLAGE DE VAO,98832,ILE DES PINS,461100,461212,"LU : 07:45-11:30/12:30-15:00
MA : 07:45-11:30/12:30-15:00
ME : 07:45-11:30/12:30-15:00
JE : 07:45-11:30/12:30-15:00
VE : 07:45-11:30/12:30-15:00
SA : 
DI :",1,0,0,0,0,{50411500-F98D-4171-B09C-5478733B4565},0,OPT_NC,2021/07/05 23:00:03+00,OPT_NC,2021/07/05 23:00:03+00
320388.833899997,379412.259400001,1027,4325,Agence de TOUHO,site46,,Agence,TOUHO,98830,Lot 107,98831,TOUHO,206509,428700,"LU : 07:45-11:15/12:15-15:00
MA : 07:45-11:15/12:15-15:00
ME : 07:45-11:15/12:15-15:00
JE : 07:45-11:15/12:15-15:00
VE : 07:45-11:15/12:15-15:00
SA : 
DI :",1,0,0,0,0,{BC152E24-1339-43F0-9376-C1F5BADE6BC5},0,OPT_NC,2021/07/05 23:00:03+00,OPT_NC,2021/07/05 23:00:03+00
422306.330600001,287718.6599,1028,4175,Agence de THIO,site33,,Agence,THIO,98829,Lot 170,98829,THIO,206505,445300,"LU : 07:45-11:15/12:15-15:00
MA : 07:45-11:15/12:15-15:00
ME : 07:45-11:15/12:15-15:00
JE : 07:45-11:15/12:15-15:00
VE : 07:45-11:15/12:15-15:00
SA : 
DI :",1,0,0,0,0,{523A19BD-756A-4BF6-B0A1-E8F40408CC81},0,OPT_NC,2021/07/05 23:00:03+00,OPT_NC,2021/07/05 23:00:03+00
610437.137400001,301350.7783,1029,4309,Agence de MARE LA ROCHE,site41,,Annexe,MARE LA ROCHE,98815,VILLAGE DE LA ROCHE,98828,MARE,267196,454175,"LU : 10:00-12:00/12:00-14:00
MA : 10:00-12:00/12:00-14:00
ME : 10:00-12:00/12:00-14:00
JE : 10:00-12:00/12:00-14:00
VE : 10:00-12:00/12:00-14:00
SA : 
DI :",0,0,0,0,0,{81299185-BC1A-4115-A72D-71BBE65EEFFD},0,OPT_NC,2021/07/05 23:00:03+00,OPT_NC,2021/07/05 23:00:03+00
295883.768600002,318618.8369,1030,4174,Agence de POYA NEPOUI,site43,,Annexe,POYA NEPOUI,98827,Lot 131PIE,98827,POYA,206517,471300,"LU : 08:30-11:15/12:15-14:00
MA : 08:30-11:15/12:15-14:00
ME : 08:30-11:15/12:15-14:00
JE : 08:30-11:15/12:15-14:00
VE : 08:30-11:15/12:15-14:00
SA : 
DI :",1,0,0,0,0,{E9BC6923-DE60-4B3D-BE56-E4528C22C8EE},0,OPT_NC,2021/07/05 23:00:03+00,OPT_NC,2021/07/05 23:00:03+00
252550.511399999,421279.595799999,1031,4320,Agence de POUEBO,site49,,Agence,POUEBO,98824,Lot 39PARTIE,98824,POUEBO,206513,476677,"LU : 07:45-11:15/12:15-15:00
MA : 07:45-11:15/12:15-15:00
ME : 07:45-11:15/12:15-15:00
JE : 07:45-11:15/12:15-15:00
VE : 07:45-11:15/12:15-15:00
SA : 
DI :",0,1,0,1,0,{BD201D6E-1094-4FE8-B919-42B8A9E47EE4},0,OPT_NC,2021/07/05 23:00:03+00,OPT_NC,2021/07/05 23:00:03+00
338074.876000002,347237.542300001,1032,4171,Agence de PONERIHOUEN,site47,,Agence,PONERIHOUEN,98823,Lot 21,98823,PONERIHOUEN,206508,428510,"LU : 07:45-11:15/12:15-15:00
MA : 07:45-11:15/12:15-15:00
ME : 07:45-11:15/12:15-15:00
JE : 07:45-11:15/12:15-15:00
VE : 07:45-11:15/12:15-15:00
SA : 
DI :",1,0,0,0,0,{F3BB2DA0-7551-49E0-A0F4-CE73863A1D46},0,OPT_NC,2021/07/05 23:00:03+00,OPT_NC,2021/07/05 23:00:03+00
367105.945200004,278873.540899999,1033,4310,Agence de MOINDOU,,,Annexe,MOINDOU,98816,Lot 51,98819,MOINDOU,206507,443515,"LU : 08:00-11:15
MA : 08:00-11:15
ME : 08:00-12:00
JE : 08:00-11:15
VE : 08:00-12:00
SA : 
DI :",0,0,0,0,0,{B8E4AFBE-1E37-4252-8628-80CE35B328EE},0,OPT_NC,2021/07/05 23:00:03+00,OPT_NC,2021/07/05 23:00:03+00
263699.499300003,360315.8224,1034,4326,Agence de VOH,site35,,Agence,VOH,98831,Lot 75,98833,VOH,206518,472800,"LU : 07:45-11:15/12:15-15:00
MA : 07:45-11:15/12:15-15:00
ME : 07:45-11:15/12:15-15:00
JE : 07:45-11:15/12:15-15:00
VE : 07:45-11:15/12:15-15:00
SA : 
DI :",0,1,0,0,0,{7D2C4FCC-52DD-4BBA-95D3-2826E31DB8D8},0,OPT_NC,2021/07/05 23:00:03+00,OPT_NC,2021/07/05 23:00:03+00
220675.333099999,403179.2995,1035,4160,Agence de KOUMAC,site14,,Agence,KOUMAC,98812,Lot 175,98850,KOUMAC,202340,476565,"LU : 07:45-12:00/12:00-15:00
MA : 07:45-12:00/12:00-15:00
ME : 07:45-12:00/12:00-15:00
JE : 07:45-12:00/12:00-15:00
VE : 07:45-12:00/12:00-15:00
SA : 
DI :",0,1,0,0,0,{88768DD8-7EEC-4DBC-8B66-9C6A9C98878A},0,OPT_NC,2021/07/05 23:00:03+00,OPT_NC,2021/07/05 23:00:03+00
382030.455899999,311535.2645,1036,4159,Agence de KOUAOUA,site27,,Agence,KOUAOUA,98833,Lot 95 V.U.17,98818,KOUAOUA,206510,424400,"LU : 07:45-11:15/12:15-15:00
MA : 07:45-11:15/12:15-15:00
ME : 07:45-11:15/12:15-15:00
JE : 07:45-11:15/12:15-15:00
VE : 07:45-11:15/12:15-15:00
SA : 
DI :",1,1,0,0,0,{576D4441-2497-4B2F-8211-E1F450778B44},0,OPT_NC,2021/07/05 23:00:03+00,OPT_NC,2021/07/05 23:00:03+00
